"Area Code","Area Name","Population figures&#10; (mid-2016)3  rounded to 100","Household figures&#10; (mid-2016)4  rounded to 100 ","Total recorded crime (excluding fraud)","Violence against the person","Homicide","Violence with injury","Violence without injury","Stalking&#10;and harassment","Death or serious injury - unlawful driving","Sexual offences","Robbery","Theft offences","Burglary","Domestic burglary","Domestic burglary (households)","Non-domestic burglary","Vehicle offences","Theft from the person","Bicycle theft","Shoplifting","All other theft offences","Criminal damage and arson","Drug offences","Possession of weapons offences","Public order offences","Miscellaneous crimes against society","Region"
"E23000033","Sussex","1683600","736900","67.1642854851873","20.3929870077417","0.00950334339499815","7.84619789049535","8.95868302667232","3.56078397831337","0.0178187688656215","2.37346001290079","0.583267700868012","25.1820781198585","4.93104730407967","2.84565738783976","6.50170176038562","2.08538991623991","4.39232652537571","1.03764630694136","1.68268573987686","5.12824167952588","8.01013056405907","8.49777087201491","1.95293706767212","0.794717091406721","5.91880105819729","1.46826655452721","South East"
"E23000029","Thames Valley","2379300","952200","62.2759056343906","13.8687907656835","0.0105072964768194","5.56676567341894","6.76459747177635","1.51431156823922","0.0126087557721833","1.96528473302431","0.532930077304282","32.3082554987835","5.45664920634187","3.33459560988341","8.33219562911543","2.12205359645845","6.2913488384604","1.536166744911","3.02568109346492","7.37738300230446","8.62102661330081","8.22427109833611","1.94553101564789","0.518219862236734","1.90560328903597","1.00701929433837","South East"
"E23000036","Avon and Somerset","1682800","715200","82.9840110008308","23.9092169989933","0.00772530250501848","7.03537356591644","10.13262561639","6.73289826014303","0.000594254038847575","2.40672885733268","0.787980855511884","32.6703042937231","6.97594816203168","4.47651567463878","10.5325561267934","2.4994324873929","7.6343816370748","0.676855350247388","2.01154992149904","7.0936104617235","8.27795876114672","9.38445978148091","1.77265979788232","0.396367443911333","10.5177022335632","1.13859073843195","South West"
"E23000035","Devon and Cornwall","1733000","755400","58.0716453738647","20.2004639407264","0.0109637733845745","8.10222853120059","8.03759997230205","4.02716707636557","0.0225045874736004","2.5222449191566","0.298907084905769","18.7572851388937","3.57707532689356","1.60244203626124","3.6763489102677","1.97463329063232","3.2164248866115","0.558575401908851","0.534916733026348","4.62786644969936","6.24242634075408","8.71619984073677","2.12754907731191","0.465671848492193","3.79231150965389","1.19101201398747","South West"
"E23000039","Dorset","767300","341500","63.49171181433","18.6746461930647","0.00521310522522569","7.37002751216283","8.24582919000074","3.04445345153181","0.00912293414414497","2.00052913018036","0.372737023603637","27.8431950079304","6.27918524378435","3.33247751522553","7.48843202717741","2.94670772855882","5.02413016081126","0.776752678558629","1.82067699991007","5.64839951153204","8.29405041333408","8.72673814702781","2.03962741936955","0.35709770792796","2.49838067918941","0.978760506036124","South West"
"E23000037","Gloucestershire","623100","267800","54.9852831194009","13.197045710599","0.00641957714245363","7.65695063666156","3.63669045119998","1.88414589131014","0.0128391542849073","1.60168449704218","0.492702545683316","27.5704789325527","6.58969593672865","3.97692803975002","9.25466000888866","2.61276789697863","6.84808391671241","0.561712999964692","1.31440841991738","6.03761230247764","6.21896535675195","7.23486343954524","1.68674389417969","0.35789142569179","2.09278214843988","0.751090525667074","South West"
"E23000038","Wiltshire","710800","299800","61.960833966405","18.6221546945781","0.00703412959680369","7.96404152950114","7.95278692214625","2.69547846149517","0.00281365183872148","2.40707914802622","0.367181564953153","25.3270870262514","6.07467431979967","3.78858220083847","8.98415346121768","2.2860921189612","5.54289412228131","0.582425930615346","1.28161841253763","5.70889958076588","6.13657466025154","8.73498213331082","1.46450578205453","0.384063475985482","3.46641906530486","1.18736107594046","South West"
"W15000004","Dyfed-Powys","516000","225700","48.6712029039154","17.0544949253188","0.00387602157393608","5.99814338566608","7.48072163769664","3.5717538803821","0","2.00777917529889","0.0833344638396257","14.4129862226813","2.53879413092813","1.31203330277736","2.99968012958348","1.22676082815077","1.82560616132389","0.168606938466219","0.360470006376055","3.55818780487332","5.96132118071369","8.05437283063918","3.38764285562013","0.288763607258238","2.23065041580021","1.15117840745902","Wales"
"W15000002","Gwent","584800","249100","80.1992370445479","23.6427275571917","0.0136791654341169","7.85355085486235","9.92594441813105","5.8410036403679","0.00854947839632304","2.09975189413694","0.424054128457623","27.8200027016352","6.3095150564864","4.07981109072536","9.57945003774462","2.22970396576105","5.6187172020635","0.591623905025554","0.557425991440262","6.82932334298284","7.91339720363661","14.4657174465786","2.4930279003678","0.324880179060276","6.9524358318899","1.97663940522989","Wales"
"W15000001","North Wales","694800","302400","69.1137061652845","25.2437300849421","0.018709720131371","9.6167961475247","11.3093062147933","4.29316116552921","0.00575683696349878","3.48576478139851","0.286402638934064","22.431515228273","5.23584321830214","3.14323298207033","7.22102926441742","2.0926102362318","3.0540020091361","0.433201981503283","0.79732191944458","6.03172592850584","6.87942017138104","10.6760541488085","1.91558749960422","0.323822079196806","3.08134698471272","1.66948271941464","Wales"
"W15000003","South Wales","1317500","564400","80.2026565464896","23.8557874762808","0.00910815939278937","8.96318785578748","7.58633776091082","7.28349146110057","0.0136622390891841","2.39544592030361","0.372675521821632","30.9829222011385","5.90815939278937","3.64174573055028","8.50092892067624","2.26641366223909","6.88349146110057","0.941935483870968","1.6258064516129","7.84136622390892","7.78216318785579","10.2846299810247","2.66261859582543","0.438709677419355","7.48235294117647","1.72751423149905","Wales"
